Employee Onboarding,Giới thiệu nhân viên,
Notify users by email,Thông báo người dùng qua email,
Employee Onboarding Template,Mẫu giới thiệu nhân viên,
Employee Other Income,Thu nhập khác của nhân viên,
Employee Promotion,Bổ nhiệm nhân viên,
Promotion Date,Ngày thăng chức,
Employee Promotion Details,Chi tiết bổ nhiệm nhân viên,
Employee Property History,Lịch sử tài sản của nhân viên,
Employee Separation,Nghỉ việc,
Employee Separation Template,Mẫu quy trình nghỉ việc,
Exit Interview Summary,Tóm tắt phỏng vấn kết thúc,
Employee Skill,Kỹ năng nhân viên,
Proficiency,Trình độ chuyên môn,
Evaluation Date,Ngày đánh giá,
Employee Skill Map,Quản lý kỹ năng nhân viên,
Employee Skills,Kỹ năng nhân viên,
Employee Tax and Benefits,Thuế và lợi ích nhân viên
Trainings,Đào tạo,
Employee Tax Exemption Category,Danh mục miễn thuế của nhân viên,
Max Exemption Amount,Số tiền Miễn thuế Tối đa,
Employee Tax Exemption Declaration,Xác nhận miễn thuế nhân viên,
Declarations,Tuyên bố,
Total Declared Amount,Tổng Số tiền Tuyên bố,
Total Exemption Amount,Tổng Số tiền Miễn thuế,
Employee Tax Exemption Declaration Category,Danh mục khai thuế miễn thuế cho nhân viên,
Exemption Sub Category,Danh mục phụ miễn,
Exemption Category,Danh mục miễn,
Maximum Exempted Amount,Số tiền Miễn thuế Tối đa,
Declared Amount,Số tiền khai báo,
Employee Tax Exemption Proof Submission,Chứng từ khấu trừ thuế,
Submission Date,Ngày Nộp,
Tax Exemption Proofs,Chứng từ miễn thuế Thuế thu nhập cá nhân,
Total Actual Amount,Tổng Số tiền Thực tế,
Employee Tax Exemption Proof Submission Detail,Chi tiết thông tin nộp thuế miễn thuế của nhân viên,
Maximum Exemption Amount,Số tiền Miễn thuế Tối đa,
Type of Proof,Loại Chứng cứ,
Actual Amount,Số tiền thực tế,
Employee Tax Exemption Sub Category,Danh mục miễn thuế cho nhân viên,
Tax Exemption Category,Danh mục Miễn thuế,
Employee Training,Huấn luyện nhân viên,
Training Date,Ngày Đào tạo,
Employee Transfer,Điều chuyển nhân viên,
Employee Transfer,Luân chuyển nhân viên
Employee Transfer cannot be submitted before Transfer Date,Chuyển khoản nhân viên không thể được gửi trước ngày chuyển
Transfer Date,Ngày chuyển,
Employee Transfer Details,Chi tiết luân chuyển nhân viên,
Employee Transfer Property,Chuyển nhượng nhân viên
Employee Transfer Detail,Chi tiết Chuyển khoản Nhân viên,
Re-allocate Leaves,Phân phát lại Ngày nghỉ phép,
Create New Employee Id,Tạo Id Nhân viên Mới,
New Employee ID,Mã Nhân viên Mới,
HR-EXP-.YYYY.-,HR-EXP-.YYYY.-,
Expense Taxes and Charges,Chi phí thuế và phí,
Total Sanctioned Amount,Tổng Số tiền được duyệt,
Total Advance Amount,Tổng Số tiền tạm ứng,
Total Claimed Amount,Tổng Số tiền Khiếu nại,
Total Amount Reimbursed,Tổng Số tiền được hoàn lại,
Vehicle Log,Nhật ký xe,
Employees Email Id,Nhân viên Email Id,
More Details,Thông tin khác,
Expense Claim Account,Tài khoản chi phí khiếu nại,
Expense Claim Advance,Yêu cầu bồi thường chi phí,
Expense Claim Detail,Chi tiết Chi phí khiếu nại,
Expense Date,Ngày Chi phí,
Expense Claim Type,Loại chi phí,
HR Settings,Cài đặt module Nhân sự,
Employee Settings,Thiết lập nhân viên,
Expense Approver Mandatory In Expense Claim,Người phê duyệt chi phí là bắt buộc trong đề xuất thanh toán chi phí,
Payroll Settings,Cài đặt Lương,
Leave,Nghỉ phép,
Max working hours against Timesheet,Số giờ làm việc tối đa cho Timesheet,
Include holidays in Total no. of Working Days,Bao gồm các ngày lễ trong công thực,
"If checked, Total no. of Working Days will include holidays, and this will reduce the value of Salary Per Day","Nếu được kiểm tra, Tổng số. của ngày làm việc sẽ bao gồm các ngày lễ, và điều này sẽ làm giảm giá trị của Lương trung bình mỗi ngày",
"If checked, hides and disables Rounded Total field in Salary Slips","Nếu được chọn, ẩn và vô hiệu hóa trường Tổng số được làm tròn trong Bảng lương",
The fraction of daily wages to be paid for half-day attendance,Một phần tiền lương được thanh toán cho điểm danh nửa ngày,
Email Salary Slip to Employee,Gửi mail bảng lương tới nhân viên,
Emails salary slip to employee based on preferred email selected in Employee,Gửi email lương cho nhân viên theo email nhân viên đề xuất trong hồ sơ nhân viên,
Encrypt Salary Slips in Emails,Mã hóa phiếu lương trong email,
"The salary slip emailed to the employee will be password protected, the password will be generated based on the password policy.","Phiếu lương gửi qua email cho Nhân viên sẽ được bảo vệ bằng mật khẩu, mật khẩu sẽ được tạo dựa trên chính sách mật khẩu.",
Password Policy,Chính sách Mật khẩu,
<b>Example:</b> SAL-{first_name}-{date_of_birth.year} <br>This will generate a password like SAL-Jane-1972,<b>Ví dụ:</b> SAL- {First_name} - {date_of_birth.year} <br> Điều này sẽ tạo ra một mật khẩu như SAL-Jane-1972,
Leave Approval Notification Template,Mẫu Thông báo pê duyệt Nghỉ phép,
Leave Approver,Người duyệt đơn xin nghỉ
Leave Status Notification Template,Mẫu Thông báo Trạng thái Nghỉ phép,
Role Allowed to Create Backdated Leave Application,Quyền được phép tạo đơn nghỉ ngày trong quá khứ,
Leave Approver Mandatory In Leave Application,Người phê duyệt nghỉ phép bắt buộc trong đơn xin nghỉ phép,
Show Leaves Of All Department Members In Calendar,Hiển thị Đơn xin nghỉ của tất cả các thành viên Bộ phận trong chế độ lịch,
Auto Leave Encashment,Tự động chuyển phép,
Hiring Settings,Cài đặt tuyển dụng,
Check Vacancies On Job Offer Creation,Kiểm tra vị trí tuyển dụng khi tạo việc làm,
Identification Document Type,Giấy tờ tùy thân,
Effective from,Có hiệu lực từ,
Allow Tax Exemption,Cho phép Miễn thuế,
"If enabled, Tax Exemption Declaration will be considered for income tax calculation.","Nếu được kích hoạt, Tờ khai Miễn thuế sẽ được xem xét để tính thuế thu nhập.",
Standard Tax Exemption Amount,Số tiền Miễn thuế thuế tiêu chuẩn,
Taxable Salary Slabs,Bảng lương chịu thuế,
Taxes and Charges on Income Tax,Thuế và Phí thuế thu nhập,
Other Taxes and Charges,Thuế và Phí khác,
Income Tax Slab Other Charges,Thuế thu nhập Các khoản phí khác,
Min Taxable Income,Số tiền Tối thiểu chịu thuế,
Max Taxable Income,Số tiền Tối đa chịu thuế,
Applicant for a Job,Nộp đơn xin việc,
Job Opening,Vị trí đang tuyển,
Cover Letter,Thư xin việc,
Resume Attachment,Hồ sơ đính kèm,
Job Applicant Source,Nguồn ứng viên công việc,
Applicant Email Address,Địa chỉ Email của người nộp đơn,
Awaiting Response,Đang chờ phản hồi,
Job Offer Terms,Điều khoản của việc làm,
Select Terms and Conditions,Chọn Điều kiện và Điều khoản,
Job Offer Term,Thời hạn Cung cấp việc làm,
Offer Term,Điều khoản Đề nghị,
Value / Description,Giá trị / Mô tả,
Description of a Job Opening,Mô tả công việc một Opening,
Staffing Plan,Kế hoạch tuyển dụng,
Planned number of Positions,Số lượng dự kiến Các vị trí,
"Job profile, qualifications required etc.","Hồ sơ công việc, trình độ chuyên môn cần thiết vv",
HR-LAL-.YYYY.-,HR-LAL-.YYYY.-,
New Leaves Allocated,Phân bổ Ngày nghỉ,
Add unused leaves from previous allocations,Thêm số ngày nghỉ không sử dụng từ các phân bổ trước đó,
Unused leaves,Ngày nghỉ không sử dụng,
Total Leaves Allocated,Tổng Số ngày nghỉ đã được phân bổ,
Total Leaves Encashed,Tổng Số ngày nghỉ được đổi thành tiền,
Leave Period,Kỳ áp dụng,
Carry Forwarded Leaves,Mang lá chuyển tiếp,
Apply / Approve Leaves,Áp dụng / Phê duyệt Leaves,
HR-LAP-.YYYY.-,HR-LAP-.YYYY.-,
Leave Balance Before Application,Số dư Ngày nghỉ trước khi gửi đơn,
"Leave blank for home.\nThis is relative to site URL, for example ""about"" will redirect to ""https://yoursitename.com/about""","Để trống cho nhà. Điều này có liên quan đến URL trang web, ví dụ: &quot;about&quot; sẽ chuyển hướng đến &quot;https://yoursitename.com/about&quot;"
Leave blank if the Supplier is blocked indefinitely,Để trống nếu Nhà cung cấp bị chặn vô thời hạn
Leave blank if you make students groups per year,Để trống nếu bạn thực hiện nhóm sinh viên mỗi năm
Leave blank to use the standard Delivery Note format,Để trống để sử dụng định dạng Ghi chú phân phối bình thường
Leave Block List,Danh sách ngày cấm nghỉ
Total Leave Days,Tổng số ngày nghỉ,
Leave Approver Name,Tên Người phê duyệt Ngày nghỉ,
Follow via Email,Theo dõi qua email,
Block Holidays on important days.,Khối ngày nghỉ vào những ngày quan trọng,
Leave Block List Name,Tên danh sách,
Applies to Company,Áp dụng đối với toàn công ty,
"If not checked, the list will have to be added to each Department where it has to be applied.","Nếu không chọn, danh sách sẽ phải được bổ sung vào từng Bộ phận nơi nó phải được áp dụng.",
Block Days,Danh sách,
Stop users from making Leave Applications on following days.,Ngăn người dùng gửi Đơn xin nghỉ vào các ngày sau đây.,
Leave Block List Dates,Danh sách ngày không nghỉ,
Allow Users,Người phê duyệt,
Allow the following users to approve Leave Applications for block days.,Cho phép users sau có thể phê duyệt những điwn có ngày trong danh sách chặn,
Leave Block List Allowed,Danh sách người duyệt,
Leave Block List Allow,Danh sách chặn Ngày nghỉ Cho phép,
Allow User,Người duyệt,
Leave Block List Date,Để lại kỳ hạn cho danh sách chặn,
Block Date,Ngày chặn,
Leave Control Panel,Bảng điều khiển Ngày nghỉ,
Leave Encashed?,Chuyển phép
Employment Type (optional),Loại việc làm (tùy chọn),
Branch (optional),Chi nhánh (tùy chọn),
Department (optional),Bộ phận (tùy chọn),
Designation (optional),Chỉ định (tùy chọn),
Employee Grade (optional),Lớp nhân viên (không bắt buộc),
Employee (optional),Nhân viên (không bắt buộc),
Allocate Leaves,Phân bổ lá,
Carry Forward,Carry Forward,
Please select Carry Forward if you also want to include previous fiscal year's balance leaves to this fiscal year,Vui lòng chọn Chuyển tiếp nếu bạn cũng muốn bao gồm số ngày nghỉ dư từ cân đối năm tài khóa trước cho tài khóa năm này,
New Leaves Allocated (In Days),Số ngày nghỉ được phân bổ mới (theo ngày),
Leave Balance,Số dư Ngày nghỉ,
Encashable days,Ngày có thể sửa chữa,
Encashment Amount,Số tiền Encashment,
Leave Ledger Entry,Bản ghi Sổ cái Ngày nghỉ,
Leave Management,Rời khỏi quản lý
Transaction Name,Tên Giao dịch,
Is Carry Forward,Chuyển sang kỳ sau,
Is Expired,Hết hạn,
Is Leave Without Pay,Là loại nghỉ không lương,
Holiday List for Optional Leave,Danh sách kỳ nghỉ cho nghỉ phép tùy chọn,
Leave Allocations,Phân bổ Ngày nghỉ,
Leave and Attendance,Để lại và chấm công
Leave and Expense Claim Settings,Cài đặt đơn nghỉ và yêu cầu thanh toán
Leave Policy Details,Chi tiết Chính sách Ngày nghỉ,
Leave Reason,Để lại lý do
Leave Settings,Rời khỏi cài đặt
Leave Policy Detail,Chi tiết Chính sách Ngày nghỉ,
Annual Allocation,Phân bổ hàng năm,
Leave Type Name,Tên loại nghỉ,
Leave unchecked if you don't want to consider batch while making course based groups.,Hãy bỏ chọn nếu bạn không muốn xem xét lô trong khi làm cho các nhóm dựa trên khóa học.
Applicable After (Working Days),Áp dụng sau (ngày làm việc),
Is Optional Leave,Là loại nghỉ tùy chọn,
Allow Negative Balance,Cho phép số dư quỹ âm,
Include holidays within leaves as leaves,Bao gồm các ngày lễ trong các ngày nghỉ như là ngày nghỉ bổ sung,
Is Compensatory,Được chuyển phép,
Maximum Carry Forwarded Leaves,Số ngày nghỉ tối đa có thể chuyển,
Expire Carry Forwarded Leaves (Days),Hết hạn chuyển phép(ngày),
Calculated in days,Tính theo ngày,
Encashment,Chuyển phép,
Allow Encashment,Cho phép chuyển phép,
Encashment Threshold Days,Số ngày được chuyển phép tối đa,
Earned Leave,Nghỉ phép,
Is Earned Leave,Là ngày nghỉ tích lũy,
Earned Leave Frequency,Tần suất tích lũy,
Rounding,Số ngày được phân bổ,
Payroll Employee Detail,Chi tiết Nhân viên Lương,
Payroll Entry,Bảng lương
Payroll Frequency,Kỳ trả lương,
Fortnightly,Mỗi tháng hai lần,
Bimonthly,Hai tháng một lần,
Employees,Nhân viên,
Number Of Employees,Số Lượng Nhân viên,
Employee Details,Chi tiết nhân viên,
Validate Attendance,Xác thực Điểm danh,
Salary Slip Based on Timesheet,Phiếu lương dựa trên Timesheet,
Deduct Tax For Unclaimed Employee Benefits,Thuế khấu trừ cho các quyền lợi của nhân viên chưa được xác nhận quyền sở hữu,
Deduct Tax For Unsubmitted Tax Exemption Proof,Khấu trừ thuế đối với chứng từ miễn thuế chưa nộp,
Select Payment Account to make Bank Entry,Chọn Tài khoản Thanh toán để tạo Bút toán Ngân hàng,
Salary Slips Created,Phiếu lương đã tạo,
Salary Slips Submitted,Phiếu lương đã gửi,
Payroll Periods,Chu kỳ Lương,
Payroll Reports,Báo cáo lương
Payroll Period Date,Ngày Chu kỳ Lương,
Purpose of Travel,Mục đích của chuyến đi,
Retention Bonus,Thưởng giữ chân,
Bonus Payment Date,Ngày thanh toán thưởng,
Bonus Amount,Số tiền thưởng,
Depends on Payment Days,Phụ thuộc vào ngày công,
Is Tax Applicable,Áp dụng thuế,
Variable Based On Taxable Salary,Thay đổi dựa trên lương chịu thuế,
Exempted from Income Tax,Miễn thuế thu nhập,
Round to the Nearest Integer,Làm tròn đến số nguyên gần nhất,
Statistical Component,Thành phần thống kê,
"If selected, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ","Nếu được chọn, giá trị được xác định hoặc tính trong thành phần này sẽ không đóng góp vào thu nhập hoặc khấu trừ. Tuy nhiên, giá trị của nó có thể được tham chiếu bởi các thành phần khác có thể được thêm vào hoặc khấu trừ.",
Do Not Include in Total,Không bao gồm trong tổng cộng lương,
Flexible Benefits,Phúc lợi linh hoạt,
Is Flexible Benefit,Phúc lợi linh hoạt,
Max Benefit Amount (Yearly),Số tiền lợi ích tối đa (hàng năm),
Only Tax Impact (Cannot Claim But Part of Taxable Income),Chỉ có tác động về thuế (không thể yêu cầu nhưng một phần thu nhập chịu thuế),
Create Separate Payment Entry Against Benefit Claim,Tạo khoản thanh toán riêng biệt chống lại khiếu nại lợi ích,
Amount based on formula,Số tiền dựa trên công thức,
Formula,Công thức,
Salary Detail,Chi tiết lương,
Component,Hợp phần,
Do not include in total,Không bao gồm trong tổng số,
Default Amount,Số tiền mặc định,
Additional Amount,Số tiền bổ sung,
Tax on flexible benefit,Thuế lợi ích linh hoạt,
Tax on additional salary,Thuế trên tiền lương bổ sung,
Salary Structure,Cơ cấu tiền lương,
Working Days,Ngày làm việc,
Salary Slip Timesheet,Bảng phiếu lương,
Earnings,Thu nhập,
Deductions,Các khoản giảm trừ,
Total in words,Tổng số bằng chữ,
Salary Component for timesheet based payroll.,Phần lương cho bảng thời gian biểu dựa trên bảng lương,
Leave Encashment Amount Per Day (VND),Số tiền chuyển phép sang tiền (VND)
Max Benefits (Amount),Lợi ích tối đa (Số tiền),
Max Benefits (VND),Phúc lợi tối đa (VND)
Salary breakup based on Earning and Deduction.,Chia tiền lương dựa trên thu nhập và khấu trừ,
Total Earning,Tổng số Lợi nhuận,
Total Earnings,Tổng thu nhập
Salary Structure Assignment,Chuyển nhượng cấu trúc lương,
Shift Assignment,Phân ca làm việc,
Shift Type,Loại ca,
Shift Request,Đăng kí ca làm việc,
Enable Auto Attendance,Cho phép tự động chấm công,
Mark attendance based on 'Employee Checkin' for Employees assigned to this shift.,Đánh dấu điểm danh dựa trên 'Điểm danh Nhân viên' cho Nhân viên được gán vào ca làm việc này.,
Mark Auto Attendance on Holidays,Chấm công tự động vào ngày nghỉ
Mark Half Day,Đánh dấu nửa ngày
Mark Present,Đánh dấu hiện tại
Mark Work From Home,Đánh dấu làm việc tại nhà
Auto Attendance Settings,Cài đặt chấn công tự động,
Determine Check-in and Check-out,Xác định khoảng thời gian chấm công vào - chấm công ra,
Alternating entries as IN and OUT during the same shift,Dựa vào dữ liệu luân phiên chấm công vào - ra trong cùng 1 ca,
Strictly based on Log Type in Employee Checkin,Cố định dựa trên trạng thái chấm công,
Working Hours Calculation Based On,Tính thời gian làm việc dựa vào,
First Check-in and Last Check-out,Lần check in đầu tiên và check out cuối cùng,
Every Valid Check-in and Check-out,Mỗi lần checkin và checkout hợp lệ,
Begin check-in before shift start time (in minutes),Cho phép checkin trước thời gian vào ca (phút),
The time before the shift start time during which Employee Check-in is considered for attendance.,Khoảng thời gian cho phép checkin sớm nhất.,
Allow check-out after shift end time (in minutes),Cho phép checkout sau thời gian ra ca (phút),
Time after the end of shift during which check-out is considered for attendance.,Khoảng thời gian cho phép checkout muộn nhất.,
Working Hours Threshold for Half Day,Ngưỡng giờ làm việc nửa ngày,
Working hours below which Half Day is marked. (Zero to disable),Số giờ làm việc dưới đây mà sẽ được đánh dấu là nửa ngày. (không áp dụng điền 0),
Working Hours Threshold for Absent,Ngưỡng Giờ làm việc vắng mặt,
Working hours below which Absent is marked. (Zero to disable),Số giờ làm việc nhỏ hơn khoảng thời gian này sẽ được đánh dấu là vắng mặt. (không áp dụng điền 0),
Process Attendance After,Có hiệu lực sau ngày,
Attendance will be marked automatically only after this date.,Tham dự sẽ được đánh dấu tự động chỉ sau ngày này.,
Last Sync of Checkin,Đồng bộ hóa lần cuối của Checkin,
Last Known Successful Sync of Employee Checkin. Reset this only if you are sure that all Logs are synced from all the locations. Please don't modify this if you are unsure.,Được biết đến lần cuối Đồng bộ hóa thành công của nhân viên. Chỉ đặt lại điều này nếu bạn chắc chắn rằng tất cả Nhật ký được đồng bộ hóa từ tất cả các vị trí. Vui lòng không sửa đổi điều này nếu bạn không chắc chắn.,
Grace Period Settings For Auto Attendance,Cài đặt thời gian ân hạn cho tự động tham dự,
Enable Entry Grace Period,Thời gian ghi nhận về sớm,
Late Entry Grace Period,Thời gian ghi nhận đi muộn,
The time after the shift start time when check-in is considered as late (in minutes).,Số phút sau thời gian bắt đầu ca làm việc ghi nhận check-in muộn (phút).,
Enable Exit Grace Period,Cho phép Thoát Thời gian ân hạn,
Early Exit Grace Period,Thời gian ghi nhận về sớm,
The time before the shift end time when check-out is considered as early (in minutes).,Số phút trước thời gian kết thúc ca làm việc ghi nhận check-out sớm (phút).,
Skill Name,Tên Kỹ năng,
Staffing Plan Detail,Chi tiết Kế hoạch Nhân sự,
Total Estimated Budget,Tổng chi phí ước tính,
Vacancies,Vị trí trống,
Estimated Cost Per Position,Chi phí ước tính cho mỗi vị trí,
Total Estimated Cost,Tổng chi phí ước tính,
Total Estimated Distance,Tổng khoảng cách ước tính
Current Count,Số vị trí hiện tại,
Current Openings,Vị trí hiện tại đang mở,
Number Of Positions,Số lượng vị trí,
Taxable Salary Slab,Dãy Thuế thu nhập,
From Amount,Từ số tiền,
To Amount,Đến Số tiền,
Percent Deduction,Phần trăm Khấu trừ,
Training Program,Chương trình đào tạo,
Event Status,Tình trạng sự kiện,
Has Certificate,Có Chứng chỉ,
Seminar,Hội thảo,
Theory,Lý thuyết,
Workshop,Xưởng làm việc,
Conference,Hội nghị,
Exam,Thi,
Internet,Internet,
Self-Study,Tự học,
Advance,Nâng cao,
Trainer Name,Tên người hướng dẫn,
Trainer Email,Email Người hướng dẫn,
Attendees,Những người tham dự,
Employee Emails,Email của nhân viên,
Training Event Employee,Sự kiện đào tạo Nhân viên,
Invited,mời,
Feedback Submitted,phản hồi được gửi,
Training Result Employee,Kết quả Đào tạo Nhân viên,
Travel Itinerary,Lịch trình công tác,
Travel From,Từ,
Travel To,Đến,
Mode of Travel,Phương tiện di chuyển,
Flight,Chuyến bay,
Train,Tàu hỏa,
Taxi,Xe taxi,
Rented Car,Xe thuê,
Meal Preference,Ưu tiên về bữa ăn,
Vegetarian,Ăn chay,
Non-Vegetarian,Ăn thịt,
Gluten Free,Không chứa gluten,
Non Diary,Không Sữa,
Travel Advance Required,Cần Tiền Ứng trước cho Chuyến đi,
Departure Datetime,Thời gian khởi hành,
Arrival Datetime,Thời gian đến,
Lodging Required,Cần Chỗ ở,
Preferred Area for Lodging,Khu vực ưa thích cho Chỗ ở,
Check-in Date,Ngày nhận phòng,
Check-out Date,Ngày trả phòng,
Travel Request,Đề xuất công tác,
Travel Type,Loại công tác,
Domestic,Trong nước,
International,Quốc tế,
Travel Funding,Quỹ,
Require Full Funding,Yêu cầu Quỹ Đầy đủ,
Fully Sponsored,Hoàn toàn được tài trợ,
"Partially Sponsored, Require Partial Funding","Được Tài trợ một phần, Yêu cầu Quỹ một phần",
Copy of Invitation/Announcement,Bản sao Lời mời / Thông báo,
"Details of Sponsor (Name, Location)","Thông tin chi tiết của nhà tài trợ (Tên, địa điểm)",
Identification Document Number,Mã số giấy tờ tùy thân,
Any other details,Mọi chi tiết khác,
Costing Details,Chi tiết Chi phí,
Event Details,Chi tiết sự kiện,
Name of Organizer,Tên Tổ chức,
Address of Organizer,Địa chỉ tổ chức,
Travel Request Costing,Dự toán Yêu cầu Du lịch,
Expense Type,Loại phí,
Sponsored Amount,Số tiền được Tài trợ,
Funded Amount,Số tiền được cấp,
Upload Attendance,Tải lên dữ liệu chấm công,
Attendance From Date,Có mặt Từ ngày,
Attendance To Date,Có mặt đến ngày,
Get Template,File mẫu,
Import Attendance,Tải lên file chấm công,
Upload HTML,Tải lên HTML,
HR-VLOG-.YYYY.-,HR-VLOG-.YYYY.-,
Odometer Reading,Ghi nhận giá trị công tơ mét,
Current Odometer value ,Giá trị công tơ mét hiện tại,
Refuelling Details,Chi tiết nạp nhiên liệu,
Invoice Ref,Tham chiếu hóa đơn,
Service Details,Chi tiết Dịch vụ Xe,
Vehicle Service,Dịch vụ Xe,
Service Item,Mục Dịch vụ,
Brake Oil,dầu phanh,
Brake Pad,đệm phanh,
Clutch Plate,Clutch tấm,
Engine Oil,Dầu động cơ,
Oil Change,Thay dầu,
Inspection,Kiểm tra,
Mileage,Số km đã đi,
Salary Slip Loan,Khoản Vay Lương,
Loan Repayment Entry,Ghi lại Thanh toán Khoản vay,
May,Tháng Năm,
June,Tháng Sáu,
July,Tháng Bảy,
Bank Remittance,Chuyển tiền qua ngân hàng,
Daily Work Summary Replies,Tóm tắt công việc hàng ngày,
Employee Advance Summary,Báo cáo tạm ứng nhân viên,
Employees working on a holiday,Nhân viên làm việc ngày nghỉ,
Monthly Attendance Sheet,Bảng Chấm công Hàng tháng,
Salary Register,Sổ lương,
Salary Register,Mức lương Đăng ký
Salary Slip,Phiếu lương
Unpaid Expense Claim,Yêu cầu thanh toán chi phí chưa thanh toán,
Payment Account is mandatory,Tài khoản Thanh toán là bắt buộc,
"If checked, the full amount will be deducted from taxable income before calculating income tax without any declaration or proof submission.","Nếu được kiểm tra, toàn bộ số tiền sẽ được khấu trừ vào thu nhập chịu thuế trước khi tính thuế thu nhập mà không cần kê khai hoặc nộp chứng từ nào.",
In Time,Đúng giờ,
Out Time,Ngoài giờ,
Is Recurring,Định kỳ,
HRA Exemption,HRA miễn,
Monthly House Rent,Phần Nhà trọ hàng tháng,
Rented in Metro City,Thuê nhà ở Thành phố Trung tâm,
HRA as per Salary Structure,HRA theo cơ cấu tiền lương,
Annual HRA Exemption,Miễn HRA hàng năm,
Monthly HRA Exemption,Miễn thuế HRA hàng tháng,
House Rent Payment Amount,Số tiền thanh toán tiền thuê nhà,
Rented From Date,Ngày Thuê từ,
Rented To Date,Ngày Thuê đến,
Monthly Eligible Amount,Số tiền hàng tháng được miễn thuế,
Total Eligible HRA Exemption,Tổng số tiền miễn thuế HRA đủ điều kiện,
Validating Employee Attendance...,Xác thực Chấm công của Nhân viên...,
Submitting Salary Slips and creating Journal Entry...,Đệ trình Phiếu Lương và tạo Bút toán...,
Calculate Payroll Working Days Based On,Tính toán ngày làm việc trả lương dựa trên,
Consider Unmarked Attendance As,Đánh dấu nếu không có bản ghi có mặt,
Fraction of Daily Salary for Half Day,Tỉ lệ lương cho nửa ngày,
Component Type,Loại thành phần,
Provident Fund,quỹ tiết kiệm,
Additional Provident Fund,Quỹ dự phòng bổ sung,
Provident Fund Loan,Khoản vay Quỹ tiết kiệm,
Professional Tax,Thuế nghề nghiệp,
Is Income Tax Component,Là thành phần thuế thu nhập,
Component properties and references ,Thuộc tính thành phần và tham chiếu,
Additional Salary ,Lương bổ sung,
Unmarked days,Ngày không đánh dấu,
Absent Days,Ngày vắng mặt,
Conditions and Formula variable and example,Điều kiện và biến công thức và ví dụ,
Income Tax Deductions,Các khoản khấu trừ thuế thu nhập,
Income Tax Component,Thành phần thuế thu nhập,
Income Tax Amount,Số tiền thuế thu nhập,
Unmarked Days,Ngày không đánh dấu,
Jan,tháng một,
Feb,Tháng hai,
Mar,Tháng 3,
Apr,Tháng tư,
Aug,Tháng 8,
Sep,Tháng 9,
Oct,Tháng 10,
Nov,Tháng 11,
Dec,Tháng mười hai,
Summarized View,Xem Tóm tắt,
Professional Tax Deductions,Trừ thuế Thuế nghề nghiệp,
Provident Fund Deductions,Trừ thuế Quỹ tiết kiệm,
Recruitment Analytics,Phân tích Tuyển dụng,
Applicant name,Tên ứng viên,
Job Offer status,Trạng thái mời làm việc,
On Date,Vào Ngày,
Salary Payments Based On Payment Mode,Thống kê lương dựa trên phương thức thanh toán,
Salary Payments via ECS,Thanh toán lương qua ECS,
Salary payout,Thanh toán lương
Account No,Tài khoản Không,
IFSC,IFSC,
MICR,Mã MICR,
PF Account,Tài khoản Quỹ tiết kiệm,
PF Amount,Số tiền Quỹ tiết kiệm,
Additional PF,PF bổ sung,
PF Loan,Khoản vay Quỹ tiết kiệm,
Duplicate Entry,Mục nhập trùng lặp,
Please select Employee first.,Xin vui lòng chọn Nhân viên trước.,
To Date should be greater than From Date,Ngày đến phải lớn hơn Ngày bắt đầu,
Job Offer: {0} is already for Job Applicant: {1},Đề nghị Việc làm: {0} đã dành cho Người xin việc: {1},
Only Shift Request with status 'Approved' and 'Rejected' can be submitted,Chỉ có Yêu cầu Ca làm việc với trạng thái 'Đã chấp nhận' và 'Đã từ chối' mới có thể được đệ trình,
Shift Assignment: {0} created for Employee: {1},Bổ nhiệm ca làm việc: {0} đã được tạo cho Nhân viên: {1},
You can not request for your Default Shift: {0},Bạn không thể yêu cầu Ca mặc định của mình: {0},
Only Approvers can Approve this Request.,Chỉ có Người phê duyệt mới có thể phê duyệt Yêu cầu này.,
Please set Payroll based on in Payroll settings,Vui lòng thiết lập Lương dựa trên trong Cài đặt Lương,
Additional Salary: {0} already exist for Salary Component: {1} for period {2} and {3},Mức lương bổ sung: {0} đã tồn tại cho Thành phần tiền lương: {1} cho giai đoạn {2} và {3},
Payroll date can not be less than employee's joining date.,Ngày Lương không thể nhỏ hơn ngày tham gia của nhân viên.,
From date can not be less than employee's joining date.,Từ ngày không được ít hơn ngày gia nhập của nhân viên.,
To date can not be greater than employee's relieving date.,Ngày đến không thể lớn hơn ngày ra khỏi của nhân viên.,
Payroll date can not be greater than employee's relieving date.,Ngày Lương không thể lớn hơn ngày ra khỏi của nhân viên.,
Condition and formula,Điều kiện và công thức,
Available Leaves,Lá có sẵn, 
IFSC Code,Mã IFSC,
Others,Các thông tin khác,
Total Allocated Leaves,Tổng số lá được phân bổ,
Used Leaves,Lá đã qua sử dụng,
PAN Number,Số PAN,
Expired Leaves,Lá hết hạn,

Shifts, Ca
Shift Attendance, Chấm công theo ca
Employee Hours Utilization Based On Timesheet, Việc sử dụng số giờ của nhân viên dựa trên bảng chấm công
Attendance Count, Số người tham gia chấm công,
Project Profitability, Lợi nhuận của dự án,
Department Wise Openings, Mở theo phòng ban,
Interviews, Phỏng vấn,
Interview Type, Loại phỏng vấn,
Interview Round, Vòng phỏng vấn,
Interview Feedback, Phản hồi phỏng vấn,
Job Requisition, Yêu cầu công việc,
